18:54:42 loading pretrained, weights/198_efficientnet-b5_f1_test/ckpt20.pth ...
18:56:08 STREAM b'IDAT' 41 8192
18:56:08 STREAM b'IDAT' 41 8192
18:56:08 STREAM b'IHDR' 16 13
18:56:08 STREAM b'IDAT' 41 8192
18:56:08 STREAM b'IHDR' 16 13
18:56:08 STREAM b'IDAT' 41 8192
18:56:08 STREAM b'IHDR' 16 13
18:56:08 STREAM b'IDAT' 41 8192
18:56:08 STREAM b'IHDR' 16 13
18:56:08 STREAM b'IDAT' 41 8192
18:56:09 STREAM b'IHDR' 16 13
18:56:09 STREAM b'IDAT' 41 8192
18:56:09 STREAM b'IHDR' 16 13
18:56:09 STREAM b'IDAT' 41 8192
18:56:09 STREAM b'IHDR' 16 13
18:56:09 STREAM b'IDAT' 41 8192
18:56:09 STREAM b'IHDR' 16 13
18:56:09 STREAM b'IDAT' 41 8192
18:56:09 STREAM b'IHDR' 16 13
18:56:09 STREAM b'IDAT' 41 8192
18:56:10 STREAM b'IHDR' 16 13
18:56:10 STREAM b'IDAT' 41 8192
18:56:10 STREAM b'IHDR' 16 13
18:56:10 STREAM b'IDAT' 41 8192
18:56:10 STREAM b'IHDR' 16 13
18:56:10 STREAM b'IDAT' 41 8192
18:56:10 STREAM b'IHDR' 16 13
18:56:10 STREAM b'IDAT' 41 8192
18:56:10 STREAM b'IHDR' 16 13
18:56:10 STREAM b'IDAT' 41 8192
18:56:10 STREAM b'IHDR' 16 13
18:56:10 STREAM b'IDAT' 41 8192
18:56:10 STREAM b'IHDR' 16 13
18:56:10 STREAM b'IDAT' 41 8192
18:56:10 STREAM b'IHDR' 16 13
18:56:10 STREAM b'IDAT' 41 8192
18:56:10 STREAM b'IHDR' 16 13
18:56:10 STREAM b'IDAT' 41 8192
18:56:10 STREAM b'IHDR' 16 13
18:56:10 STREAM b'IDAT' 41 8192
18:56:11 STREAM b'IHDR' 16 13
18:56:11 STREAM b'IDAT' 41 8192
18:56:11 STREAM b'IHDR' 16 13
18:56:11 STREAM b'IDAT' 41 8192
18:56:11 STREAM b'IHDR' 16 13
18:56:11 STREAM b'IDAT' 41 8192
18:56:11 STREAM b'IHDR' 16 13
18:56:11 STREAM b'IDAT' 41 8192
18:56:11 STREAM b'IHDR' 16 13
18:56:11 STREAM b'IDAT' 41 8192
18:56:11 STREAM b'IHDR' 16 13
18:56:11 STREAM b'IDAT' 41 8192
18:56:12 STREAM b'IHDR' 16 13
18:56:12 STREAM b'IDAT' 41 8192
18:56:12 STREAM b'IHDR' 16 13
18:56:12 STREAM b'IDAT' 41 8192
18:56:12 STREAM b'IHDR' 16 13
18:56:12 STREAM b'IDAT' 41 8192
18:56:12 STREAM b'IHDR' 16 13
18:56:12 STREAM b'IDAT' 41 8192
18:56:12 STREAM b'IHDR' 16 13
18:56:12 STREAM b'IDAT' 41 8192
18:56:12 STREAM b'IHDR' 16 13
18:56:12 STREAM b'IDAT' 41 8192
18:56:12 STREAM b'IHDR' 16 13
18:56:12 STREAM b'IDAT' 41 8192
18:56:13 STREAM b'IHDR' 16 13
18:56:13 STREAM b'IDAT' 41 8192
18:56:13 STREAM b'IHDR' 16 13
18:56:13 STREAM b'IDAT' 41 8192
18:56:13 STREAM b'IHDR' 16 13
18:56:13 STREAM b'IDAT' 41 8192
18:56:13 STREAM b'IHDR' 16 13
18:56:13 STREAM b'IDAT' 41 8192
18:56:13 STREAM b'IHDR' 16 13
18:56:13 STREAM b'IDAT' 41 8192
18:56:13 STREAM b'IHDR' 16 13
18:56:13 STREAM b'IDAT' 41 8192
18:56:13 STREAM b'IHDR' 16 13
18:56:13 STREAM b'IDAT' 41 8192
18:56:13 STREAM b'IHDR' 16 13
18:56:13 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:14 STREAM b'IHDR' 16 13
18:56:14 STREAM b'IDAT' 41 8192
18:56:15 STREAM b'IHDR' 16 13
18:56:15 STREAM b'IDAT' 41 8192
18:56:15 STREAM b'IHDR' 16 13
18:56:15 STREAM b'IDAT' 41 8192
18:56:15 STREAM b'IHDR' 16 13
18:56:15 STREAM b'IDAT' 41 8192
18:56:15 STREAM b'IHDR' 16 13
18:56:15 STREAM b'IDAT' 41 8192
18:56:15 STREAM b'IHDR' 16 13
18:56:15 STREAM b'IDAT' 41 8192
18:56:16 STREAM b'IHDR' 16 13
18:56:16 STREAM b'IDAT' 41 8192
18:56:16 STREAM b'IHDR' 16 13
18:56:16 STREAM b'IDAT' 41 8192
18:56:16 STREAM b'IHDR' 16 13
18:56:16 STREAM b'IDAT' 41 8192
18:56:16 STREAM b'IHDR' 16 13
18:56:16 STREAM b'IDAT' 41 8192
18:56:16 STREAM b'IHDR' 16 13
18:56:16 STREAM b'IDAT' 41 8192
18:56:16 STREAM b'IHDR' 16 13
18:56:16 STREAM b'IDAT' 41 8192
18:56:16 STREAM b'IHDR' 16 13
18:56:16 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:17 STREAM b'IHDR' 16 13
18:56:17 STREAM b'IDAT' 41 8192
18:56:18 STREAM b'IHDR' 16 13
18:56:18 STREAM b'IDAT' 41 8192
18:56:18 STREAM b'IHDR' 16 13
18:56:18 STREAM b'IDAT' 41 8192
18:56:18 STREAM b'IHDR' 16 13
18:56:18 STREAM b'IDAT' 41 8192
18:56:18 STREAM b'IHDR' 16 13
18:56:18 STREAM b'IDAT' 41 8192
18:56:18 STREAM b'IHDR' 16 13
18:56:18 STREAM b'IDAT' 41 8192
18:56:18 STREAM b'IHDR' 16 13
18:56:18 STREAM b'IDAT' 41 8192
18:56:18 STREAM b'IHDR' 16 13
18:56:18 STREAM b'IDAT' 41 8192
18:56:18 STREAM b'IHDR' 16 13
18:56:18 STREAM b'IDAT' 41 8192
18:56:19 STREAM b'IHDR' 16 13
18:56:19 STREAM b'IDAT' 41 8192
18:56:19 STREAM b'IHDR' 16 13
18:56:19 STREAM b'IDAT' 41 8192
18:56:19 STREAM b'IHDR' 16 13
18:56:19 STREAM b'IDAT' 41 8192
18:56:19 STREAM b'IHDR' 16 13
18:56:19 STREAM b'IDAT' 41 8192
18:56:19 STREAM b'IHDR' 16 13
18:56:19 STREAM b'IDAT' 41 8192
18:56:19 STREAM b'IHDR' 16 13
18:56:19 STREAM b'IDAT' 41 8192
18:56:19 STREAM b'IHDR' 16 13
18:56:19 STREAM b'IDAT' 41 8192
18:56:20 STREAM b'IHDR' 16 13
18:56:20 STREAM b'IDAT' 41 8192
18:56:20 STREAM b'IHDR' 16 13
18:56:20 STREAM b'IDAT' 41 8192
18:56:20 STREAM b'IHDR' 16 13
18:56:20 STREAM b'IDAT' 41 8192
18:56:20 STREAM b'IHDR' 16 13
18:56:20 STREAM b'IDAT' 41 8192
18:56:20 STREAM b'IHDR' 16 13
18:56:20 STREAM b'IDAT' 41 8192
18:56:20 STREAM b'IHDR' 16 13
18:56:20 STREAM b'IDAT' 41 8192
18:56:20 STREAM b'IHDR' 16 13
18:56:20 STREAM b'IDAT' 41 8192
18:56:21 STREAM b'IHDR' 16 13
18:56:21 STREAM b'IDAT' 41 8192
18:56:21 STREAM b'IHDR' 16 13
18:56:21 STREAM b'IDAT' 41 8192
18:56:21 STREAM b'IHDR' 16 13
18:56:21 STREAM b'IDAT' 41 8192
18:56:21 STREAM b'IHDR' 16 13
18:56:21 STREAM b'IDAT' 41 8192
18:56:21 STREAM b'IHDR' 16 13
18:56:21 STREAM b'IDAT' 41 8192
18:56:21 STREAM b'IHDR' 16 13
18:56:21 STREAM b'IDAT' 41 8192
18:56:21 STREAM b'IHDR' 16 13
18:56:21 STREAM b'IDAT' 41 8192
18:56:21 STREAM b'IHDR' 16 13
18:56:21 STREAM b'IDAT' 41 8192
18:56:21 STREAM b'IHDR' 16 13
18:56:21 STREAM b'IDAT' 41 8192
18:56:21 STREAM b'IHDR' 16 13
18:56:21 STREAM b'IDAT' 41 8192
18:56:22 STREAM b'IHDR' 16 13
18:56:22 STREAM b'IDAT' 41 8192
18:56:22 STREAM b'IHDR' 16 13
18:56:22 STREAM b'IDAT' 41 8192
18:56:22 STREAM b'IHDR' 16 13
18:56:22 STREAM b'IDAT' 41 8192
18:56:22 STREAM b'IHDR' 16 13
18:56:22 STREAM b'IDAT' 41 8192
18:56:22 STREAM b'IHDR' 16 13
18:56:22 STREAM b'IDAT' 41 8192
18:56:22 STREAM b'IHDR' 16 13
18:56:22 STREAM b'IDAT' 41 8192
18:56:22 STREAM b'IHDR' 16 13
18:56:22 STREAM b'IDAT' 41 8192
18:56:22 STREAM b'IHDR' 16 13
18:56:22 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:23 STREAM b'IHDR' 16 13
18:56:23 STREAM b'IDAT' 41 8192
18:56:24 STREAM b'IHDR' 16 13
18:56:24 STREAM b'IDAT' 41 8192
18:56:24 STREAM b'IHDR' 16 13
18:56:24 STREAM b'IDAT' 41 8192
18:56:24 STREAM b'IHDR' 16 13
18:56:24 STREAM b'IDAT' 41 8192
18:56:24 STREAM b'IHDR' 16 13
18:56:24 STREAM b'IDAT' 41 8192
18:56:24 STREAM b'IHDR' 16 13
18:56:24 STREAM b'IDAT' 41 8192
18:56:24 STREAM b'IHDR' 16 13
18:56:24 STREAM b'IDAT' 41 8192
18:56:24 STREAM b'IHDR' 16 13
18:56:24 STREAM b'IDAT' 41 8192
18:56:24 STREAM b'IHDR' 16 13
18:56:24 STREAM b'IDAT' 41 8192
18:56:25 STREAM b'IHDR' 16 13
18:56:25 STREAM b'IDAT' 41 8192
18:56:25 STREAM b'IHDR' 16 13
18:56:25 STREAM b'IDAT' 41 8192
18:56:25 STREAM b'IHDR' 16 13
18:56:25 STREAM b'IDAT' 41 8192
18:56:25 STREAM b'IHDR' 16 13
18:56:25 STREAM b'IDAT' 41 8192
18:56:25 STREAM b'IHDR' 16 13
18:56:25 STREAM b'IDAT' 41 8192
18:56:25 STREAM b'IHDR' 16 13
18:56:25 STREAM b'IDAT' 41 8192
18:56:25 STREAM b'IHDR' 16 13
18:56:25 STREAM b'IDAT' 41 8192
18:56:25 STREAM b'IHDR' 16 13
18:56:25 STREAM b'IDAT' 41 8192
18:56:25 STREAM b'IHDR' 16 13
18:56:25 STREAM b'IDAT' 41 8192
18:56:25 STREAM b'IHDR' 16 13
18:56:25 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:26 STREAM b'IHDR' 16 13
18:56:26 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:27 STREAM b'IHDR' 16 13
18:56:27 STREAM b'IDAT' 41 8192
18:56:28 STREAM b'IHDR' 16 13
18:56:28 STREAM b'IDAT' 41 8192
18:56:28 STREAM b'IHDR' 16 13
18:56:28 STREAM b'IDAT' 41 8192
18:56:28 STREAM b'IHDR' 16 13
18:56:28 STREAM b'IDAT' 41 8192
18:56:28 STREAM b'IHDR' 16 13
18:56:28 STREAM b'IDAT' 41 8192
18:56:29 STREAM b'IHDR' 16 13
18:56:29 STREAM b'IDAT' 41 8192
18:56:29 STREAM b'IHDR' 16 13
18:56:29 STREAM b'IDAT' 41 8192
18:56:29 STREAM b'IHDR' 16 13
18:56:29 STREAM b'IDAT' 41 8192
18:56:29 STREAM b'IHDR' 16 13
18:56:29 STREAM b'IDAT' 41 8192
18:56:29 STREAM b'IHDR' 16 13
18:56:29 STREAM b'IDAT' 41 8192
18:56:29 STREAM b'IHDR' 16 13
18:56:29 STREAM b'IDAT' 41 8192
18:56:29 STREAM b'IHDR' 16 13
18:56:29 STREAM b'IDAT' 41 8192
18:56:29 STREAM b'IHDR' 16 13
18:56:29 STREAM b'IDAT' 41 8192
18:56:29 STREAM b'IHDR' 16 13
18:56:29 STREAM b'IDAT' 41 8192
18:56:29 STREAM b'IHDR' 16 13
18:56:29 STREAM b'IDAT' 41 8192
18:56:30 STREAM b'IHDR' 16 13
18:56:30 STREAM b'IDAT' 41 8192
18:56:30 STREAM b'IHDR' 16 13
18:56:30 STREAM b'IDAT' 41 8192
18:56:30 STREAM b'IHDR' 16 13
18:56:30 STREAM b'IDAT' 41 8192
18:56:30 STREAM b'IHDR' 16 13
18:56:30 STREAM b'IDAT' 41 8192
18:56:30 STREAM b'IHDR' 16 13
18:56:30 STREAM b'IDAT' 41 8192
18:56:30 STREAM b'IHDR' 16 13
18:56:30 STREAM b'IDAT' 41 8192
18:56:30 STREAM b'IHDR' 16 13
18:56:30 STREAM b'IDAT' 41 8192
18:56:30 STREAM b'IHDR' 16 13
18:56:30 STREAM b'IDAT' 41 8192
18:56:31 STREAM b'IHDR' 16 13
18:56:31 STREAM b'IDAT' 41 8192
18:56:31 STREAM b'IHDR' 16 13
18:56:31 STREAM b'IDAT' 41 8192
18:56:31 STREAM b'IHDR' 16 13
18:56:31 STREAM b'IDAT' 41 8192
18:56:31 STREAM b'IHDR' 16 13
18:56:31 STREAM b'IDAT' 41 8192
18:56:31 STREAM b'IHDR' 16 13
18:56:31 STREAM b'IDAT' 41 8192
18:56:31 STREAM b'IHDR' 16 13
18:56:31 STREAM b'IDAT' 41 8192
18:56:31 STREAM b'IHDR' 16 13
18:56:31 STREAM b'IDAT' 41 8192
18:56:31 STREAM b'IHDR' 16 13
18:56:31 STREAM b'IDAT' 41 8192
18:56:32 STREAM b'IHDR' 16 13
18:56:32 STREAM b'IDAT' 41 8192
18:56:32 STREAM b'IHDR' 16 13
18:56:32 STREAM b'IDAT' 41 8192
18:56:32 STREAM b'IHDR' 16 13
18:56:32 STREAM b'IDAT' 41 8192
18:56:32 STREAM b'IHDR' 16 13
18:56:32 STREAM b'IDAT' 41 8192
18:56:32 STREAM b'IHDR' 16 13
18:56:32 STREAM b'IDAT' 41 8192
18:56:32 STREAM b'IHDR' 16 13
18:56:32 STREAM b'IDAT' 41 8192
18:56:32 STREAM b'IHDR' 16 13
18:56:32 STREAM b'IDAT' 41 8192
18:56:32 STREAM b'IHDR' 16 13
18:56:32 STREAM b'IDAT' 41 8192
18:56:33 STREAM b'IHDR' 16 13
18:56:33 STREAM b'IDAT' 41 8192
18:56:33 STREAM b'IHDR' 16 13
18:56:33 STREAM b'IDAT' 41 8192
18:56:33 STREAM b'IHDR' 16 13
18:56:33 STREAM b'IDAT' 41 8192
18:56:33 STREAM b'IHDR' 16 13
18:56:33 STREAM b'IDAT' 41 8192
18:56:33 STREAM b'IHDR' 16 13
18:56:33 STREAM b'IDAT' 41 8192
18:56:33 STREAM b'IHDR' 16 13
18:56:33 STREAM b'IDAT' 41 8192
18:56:33 STREAM b'IHDR' 16 13
18:56:33 STREAM b'IDAT' 41 8192
18:56:33 STREAM b'IHDR' 16 13
18:56:33 STREAM b'IDAT' 41 8192
18:56:33 STREAM b'IHDR' 16 13
18:56:33 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:34 STREAM b'IHDR' 16 13
18:56:34 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:35 STREAM b'IHDR' 16 13
18:56:35 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:36 STREAM b'IHDR' 16 13
18:56:36 STREAM b'IDAT' 41 8192
18:56:37 STREAM b'IHDR' 16 13
18:56:37 STREAM b'IDAT' 41 8192
18:56:37 STREAM b'IHDR' 16 13
18:56:37 STREAM b'IDAT' 41 8192
18:56:37 STREAM b'IHDR' 16 13
18:56:37 STREAM b'IDAT' 41 8192
18:56:37 STREAM b'IHDR' 16 13
18:56:37 STREAM b'IDAT' 41 8192
18:56:37 STREAM b'IHDR' 16 13
18:56:37 STREAM b'IDAT' 41 8192
18:56:37 STREAM b'IHDR' 16 13
18:56:37 STREAM b'IDAT' 41 8192
18:56:37 STREAM b'IHDR' 16 13
18:56:37 STREAM b'IDAT' 41 8192
18:56:38 STREAM b'IHDR' 16 13
18:56:38 STREAM b'IDAT' 41 8192
18:56:38 STREAM b'IHDR' 16 13
18:56:38 STREAM b'IDAT' 41 8192
18:56:38 STREAM b'IHDR' 16 13
18:56:38 STREAM b'IDAT' 41 8192
18:56:38 STREAM b'IHDR' 16 13
18:56:38 STREAM b'IDAT' 41 8192
18:56:38 STREAM b'IHDR' 16 13
18:56:38 STREAM b'IDAT' 41 8192
18:56:38 STREAM b'IHDR' 16 13
18:56:38 STREAM b'IDAT' 41 8192
18:56:38 STREAM b'IHDR' 16 13
18:56:38 STREAM b'IDAT' 41 8192
18:56:38 STREAM b'IHDR' 16 13
18:56:38 STREAM b'IDAT' 41 8192
18:56:38 STREAM b'IHDR' 16 13
18:56:38 STREAM b'IDAT' 41 8192
18:56:39 STREAM b'IHDR' 16 13
18:56:39 STREAM b'IDAT' 41 8192
18:56:39 STREAM b'IHDR' 16 13
18:56:39 STREAM b'IDAT' 41 8192
18:56:39 STREAM b'IHDR' 16 13
18:56:39 STREAM b'IDAT' 41 8192
18:56:39 STREAM b'IHDR' 16 13
18:56:39 STREAM b'IDAT' 41 8192
18:56:39 STREAM b'IHDR' 16 13
18:56:39 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:40 STREAM b'IHDR' 16 13
18:56:40 STREAM b'IDAT' 41 8192
18:56:41 STREAM b'IHDR' 16 13
18:56:41 STREAM b'IDAT' 41 8192
18:56:41 STREAM b'IHDR' 16 13
18:56:41 STREAM b'IDAT' 41 8192
18:56:41 STREAM b'IHDR' 16 13
18:56:41 STREAM b'IDAT' 41 8192
18:56:41 STREAM b'IHDR' 16 13
18:56:41 STREAM b'IDAT' 41 8192
18:56:41 STREAM b'IHDR' 16 13
18:56:41 STREAM b'IDAT' 41 8192
18:56:42 STREAM b'IHDR' 16 13
18:56:42 STREAM b'IDAT' 41 8192
18:56:42 STREAM b'IHDR' 16 13
18:56:42 STREAM b'IDAT' 41 8192
18:56:42 STREAM b'IHDR' 16 13
18:56:42 STREAM b'IDAT' 41 8192
18:56:42 STREAM b'IHDR' 16 13
18:56:42 STREAM b'IDAT' 41 8192
18:56:42 STREAM b'IHDR' 16 13
18:56:42 STREAM b'IDAT' 41 8192
18:56:42 STREAM b'IHDR' 16 13
18:56:42 STREAM b'IDAT' 41 8192
18:56:42 STREAM b'IHDR' 16 13
18:56:42 STREAM b'IDAT' 41 8192
18:56:42 STREAM b'IHDR' 16 13
18:56:42 STREAM b'IDAT' 41 8192
18:56:42 STREAM b'IHDR' 16 13
18:56:42 STREAM b'IDAT' 41 8192
18:56:43 STREAM b'IHDR' 16 13
18:56:43 STREAM b'IDAT' 41 8192
18:56:43 STREAM b'IHDR' 16 13
18:56:43 STREAM b'IDAT' 41 8192
18:56:43 STREAM b'IHDR' 16 13
18:56:43 STREAM b'IDAT' 41 8192
18:56:43 STREAM b'IHDR' 16 13
18:56:43 STREAM b'IDAT' 41 8192
